tt0009737,18-30,5.4
tt0009737,30-45,5.9
tt0009737,45+,6.2
tt0009737,0-18,
tt0009737,18-30,5.4
tt0009737,30-45,5.9
tt0009737,45+,6.2
tt0009796,0-18,7.0
tt0009796,18-30,6.8
tt0009796,30-45,6.9
tt0009796,45+,6.8
tt0009878,0-18,6.5
tt0009878,18-30,7.2
tt0009878,30-45,6.8
tt0009878,45+,7.1
tt0009878,0-18,6.5
tt0009878,18-30,7.2
tt0009878,30-45,6.8
tt0009878,45+,7.1
tt0009878,0-18,6.5
tt0009878,18-30,7.2
tt0009878,30-45,6.8
tt0009878,45+,7.1
tt0009892,0-18,
